序號,答案
20240629122006,384.28
20240629123006,384.23
20240629124006,384.19
20240629125006,384.16
20240629130006,384.13
20240629131006,384.1
20240629132006,384.08
20240629133006,384.07
20240629134006,384.07
20240629135006,384.07
20240629140006,384.07
20240629141006,384.07
20240629142006,384.07
20240629143006,384.07
20240629144006,384.07
20240629145006,384.07
20240629150006,384.07
20240629151006,384.07
20240629152006,384.07
20240629153006,384.07
20240629154006,384.07
20240629155006,384.07
20240629160006,384.07
20240629161006,384.07
20240629162006,384.07
20240629163006,384.07
20240629164006,384.07
20240629165006,384.07
20240706090006,473.31
20240706091006,207.21
20240706092006,232.5
20240706093006,277.4
20240706094006,312.2
20240706095006,344.5
20240706100006,363.68
20240706101006,372.91
20240706102006,375.09
20240706103006,374.69
20240706104006,373.86
20240706105006,375.16
20240706110006,378.95
20240706111006,382.24
20240706112006,383.93
20240706113006,384.55
20240706114006,384.66
20240706115006,384.58
20240706120006,384.46
20240706121006,384.36
20240706122006,384.28
20240706123006,384.23
20240706124006,384.19
20240706125006,384.16
20240706130006,384.13
20240706131006,384.1
20240706132006,384.08
20240706133006,384.07
20240706134006,384.07
20240706135006,384.07
20240706140006,384.07
20240706141006,384.07
20240706142006,384.07
20240706143006,384.07
20240706144006,384.07
20240706145006,384.07
20240706150006,384.07
20240706151006,384.07
20240706152006,384.07
20240706153006,384.07
20240706154006,384.07
20240706155006,384.07
20240706160006,384.07
20240706161006,384.07
20240706162006,384.07
20240706163006,384.07
20240706164006,384.07
20240706165006,384.07
20240722090006,481.42
20240722091006,209.75
20240722092006,231.43
20240722093006,276.56
20240722094006,311.99
20240722095006,344.53
20240722100006,363.65
20240722101006,372.89
20240722102006,375.07
20240722103006,374.7
20240722104006,373.89
20240722105006,375.16
20240722110006,378.95
20240722111006,382.24
20240722112006,383.93
20240722113006,384.55
20240722114006,384.66
20240722115006,384.58
20240722120006,384.46
20240722121006,384.36
20240722122006,384.28
20240722123006,384.23
20240722124006,384.19
20240722125006,384.16
20240722130006,384.13
20240722131006,384.1
20240722132006,384.08
20240722133006,384.07
20240722134006,384.07
20240722135006,384.07
20240722140006,384.07
20240722141006,384.07
20240722142006,384.07
20240722143006,384.07
20240722144006,384.07
20240722145006,384.07
20240722150006,384.07
20240722151006,384.07
20240722152006,384.07
20240722153006,384.07
20240722154006,384.07
20240722155006,384.07
20240722160006,384.07
20240722161006,384.07
20240722162006,384.07
20240722163006,384.07
20240722164006,384.07
20240722165006,384.07
20240526090007,89.79
20240526091007,186.42
20240526092007,227.72
20240526093007,273.42
20240526094007,313.87
20240526095007,342.41
20240526100007,360.81
20240526101007,370.15
20240526102007,372.46
20240526103007,372.38
20240526104007,371.78
20240526105007,374.35
20240526110007,378.95
20240526111007,382.24
20240526112007,383.93
20240526113007,384.55
20240526114007,384.66
20240526115007,384.58
20240526120007,384.46
20240526121007,384.36
20240526122007,384.28
20240526123007,384.23
20240526124007,384.19
20240526125007,384.16
20240526130007,384.13
20240526131007,384.1
20240526132007,384.08
20240526133007,384.07
20240526134007,384.07
20240526135007,384.07
20240526140007,384.07
20240526141007,384.07
20240526142007,384.07
20240526143007,384.07
20240526144007,384.07
20240526145007,384.07
20240526150007,384.07
20240526151007,384.07
20240526152007,384.07
20240526153007,384.07
20240526154007,384.07
20240526155007,384.07
20240526160007,384.07
20240526161007,384.07
20240526162007,384.07
20240526163007,384.07
20240526164007,384.07
20240526165007,384.07
20240612090007,809.3
20240612091007,287.27
20240612092007,256.97
20240612093007,296.89
20240612094007,323.34
20240612095007,349.36
20240612100007,366.89
20240612101007,375.0
20240612102007,375.33
20240612103007,374.06
20240612104007,374.04
20240612105007,375.11
20240612110007,378.95
20240612111007,382.24
20240612112007,383.93
20240612113007,384.55
20240612114007,384.66
20240612115007,384.58
20240612120007,384.46
20240612121007,384.36
20240612122007,384.28
20240612123007,384.23
20240612124007,384.19
20240612125007,384.16
20240612130007,384.13
20240612131007,384.1
20240612132007,384.08
20240612133007,384.07
20240612134007,384.07
20240612135007,384.07
20240612140007,384.07
20240612141007,384.07
20240612142007,384.07
20240612143007,384.07
20240612144007,384.07
20240612145007,384.07
20240612150007,384.07
20240612151007,384.07
20240612152007,384.07
20240612153007,384.07
20240612154007,384.07
20240612155007,384.07
20240612160007,384.07
20240612161007,384.07
20240612162007,384.07
20240612163007,384.07
20240612164007,384.07
20240612165007,384.07
20240615090007,1025.31
20240615091007,341.38
20240615092007,293.59
20240615093007,312.45
20240615094007,326.13
20240615095007,349.97
20240615100007,366.19
20240615101007,374.04
20240615102007,374.99
20240615103007,374.31
20240615104007,374.13
20240615105007,375.11
20240615110007,378.95
20240615111007,382.24
20240615112007,383.93
20240615113007,384.55
20240615114007,384.66
20240615115007,384.58
20240615120007,384.46
20240615121007,384.36
20240615122007,384.28
20240615123007,384.23
20240615124007,384.19
20240615125007,384.16
20240615130007,384.13
20240615131007,384.1
20240615132007,384.08
20240615133007,384.07
20240615134007,384.07
20240615135007,384.07
20240615140007,384.07
20240615141007,384.07
20240615142007,384.07
20240615143007,384.07
20240615144007,384.07
20240615145007,384.07
20240615150007,384.07
20240615151007,384.07
20240615152007,384.07
20240615153007,384.07
20240615154007,384.07
20240615155007,384.07
20240615160007,384.07
20240615161007,384.07
20240615162007,384.07
20240615163007,384.07
20240615164007,384.07
20240615165007,384.07
20240717090007,1020.74
20240717091007,322.51
20240717092007,272.6
20240717093007,312.14
20240717094007,328.21
20240717095007,350.78
20240717100007,366.21
20240717101007,374.11
20240717102007,375.52
20240717103007,374.65
20240717104007,374.19
20240717105007,375.1
20240717110007,378.95
20240717111007,382.24
20240717112007,383.93
20240717113007,384.55
20240717114007,384.66
20240717115007,384.58
20240717120007,384.46
20240717121007,384.36
20240717122007,384.28
20240717123007,384.23
20240717124007,384.19
20240717125007,384.16
20240717130007,384.13
20240717131007,384.1
20240717132007,384.08
20240717133007,384.07
20240717134007,384.07
20240717135007,384.07
20240717140007,384.07
20240717141007,384.07
20240717142007,384.07
20240717143007,384.07
20240717144007,384.07
20240717145007,384.07
20240717150007,384.07
20240717151007,384.07
20240717152007,384.07
20240717153007,384.07
20240717154007,384.07
20240717155007,384.07
20240717160007,384.07
20240717161007,384.07
20240717162007,384.07
20240717163007,384.07
20240717164007,384.07
20240717165007,384.07
20240124090008,19.22
20240124091008,434.81
20240124092008,285.88
20240124093008,305.22
20240124094008,352.68
20240124095008,367.92
20240124100008,387.31
20240124101008,402.72
20240124102008,409.79
20240124103008,402.82
20240124104008,389.88
20240124105008,383.36
20240124110008,378.95
20240124111008,382.24
20240124112008,383.93
20240124113008,384.55
20240124114008,384.66
20240124115008,384.58
20240124120008,384.46
20240124121008,384.36
20240124122008,384.28
20240124123008,384.23
20240124124008,384.19
20240124125008,384.16
20240124130008,384.13
20240124131008,384.1
20240124132008,384.08
20240124133008,384.07
20240124134008,384.07
20240124135008,384.07
20240124140008,384.07
20240124141008,384.07
20240124142008,384.07
20240124143008,384.07
20240124144008,384.07
20240124145008,384.07
20240124150008,384.07
20240124151008,384.07
20240124152008,384.07
20240124153008,384.07
20240124154008,384.07
20240124155008,384.07
20240124160008,384.07
20240124161008,384.07
20240124162008,384.07
20240124163008,384.07
20240124164008,384.07
20240124165008,384.07
20240128090008,24.35
20240128091008,450.24
20240128092008,288.14
20240128093008,305.01
20240128094008,351.7
20240128095008,367.21
20240128100008,385.96
20240128101008,401.11
20240128102008,409.04
20240128103008,403.19
20240128104008,390.69
20240128105008,383.76
20240128110008,378.95
20240128111008,382.24
20240128112008,383.93
20240128113008,384.55
20240128114008,384.66
20240128115008,384.58
20240128120008,384.46
20240128121008,384.36
20240128122008,384.28
20240128123008,384.23
20240128124008,384.19
20240128125008,384.16
20240128130008,384.13
20240128131008,384.1
20240128132008,384.08
20240128133008,384.07
20240128134008,384.07
20240128135008,384.07
20240128140008,384.07
20240128141008,384.07
20240128142008,384.07
20240128143008,384.07
20240128144008,384.07
20240128145008,384.07
20240128150008,384.07
20240128151008,384.07
20240128152008,384.07
20240128153008,384.07
20240128154008,384.07
20240128155008,384.07
20240128160008,384.07
20240128161008,384.07
20240128162008,384.07
20240128163008,384.07
20240128164008,384.07
20240128165008,384.07
20240204090008,19.38
20240204091008,414.12
20240204092008,303.19
20240204093008,315.08
20240204094008,366.93
20240204095008,387.22
20240204100008,389.02
20240204101008,389.68
20240204102008,387.42
20240204103008,383.75
20240204104008,379.39
20240204105008,378.03
20240204110008,378.95
20240204111008,382.24
20240204112008,383.93
20240204113008,384.55
20240204114008,384.66
20240204115008,384.58
20240204120008,384.46
20240204121008,384.36
20240204122008,384.28
20240204123008,384.23
20240204124008,384.19
20240204125008,384.16
20240204130008,384.13
20240204131008,384.1
20240204132008,384.08
20240204133008,384.07
20240204134008,384.07
20240204135008,384.07
20240204140008,384.07
20240204141008,384.07
20240204142008,384.07
20240204143008,384.07
20240204144008,384.07
20240204145008,384.07
20240204150008,384.07
20240204151008,384.07
20240204152008,384.07
20240204153008,384.07
20240204154008,384.07
20240204155008,384.07
20240204160008,384.07
20240204161008,384.07
20240204162008,384.07
20240204163008,384.07
20240204164008,384.07
20240204165008,384.07
20240218090008,33.67
20240218091008,368.04
20240218092008,268.87
20240218093008,295.48
20240218094008,344.16
20240218095008,365.79
20240218100008,378.73
20240218101008,383.55
20240218102008,381.69
20240218103008,378.55
20240218104008,376.14
20240218105008,375.79
20240218110008,378.95
20240218111008,382.24
20240218112008,383.93
20240218113008,384.55
20240218114008,384.66
20240218115008,384.58
20240218120008,384.46
20240218121008,384.36
20240218122008,384.28
20240218123008,384.23
20240218124008,384.19
20240218125008,384.16
20240218130008,384.13
20240218131008,384.1
20240218132008,384.08
20240218133008,384.07
20240218134008,384.07
20240218135008,384.07
20240218140008,384.07
20240218141008,384.07
20240218142008,384.07
20240218143008,384.07
20240218144008,384.07
20240218145008,384.07
20240218150008,384.07
20240218151008,384.07
20240218152008,384.07
20240218153008,384.07
20240218154008,384.07
20240218155008,384.07
20240218160008,384.07
20240218161008,384.07
20240218162008,384.07
20240218163008,384.07
20240218164008,384.07
20240218165008,384.07
20240305090008,21.52
20240305091008,425.23
20240305092008,311.33
20240305093008,321.45
20240305094008,371.6
20240305095008,398.5
20240305100008,403.52
20240305101008,396.02
20240305102008,390.38
20240305103008,385.5
20240305104008,380.95
20240305105008,378.78
20240305110008,378.95
20240305111008,382.24
20240305112008,383.93
20240305113008,384.55
20240305114008,384.66
20240305115008,384.58
20240305120008,384.46
20240305121008,384.36
20240305122008,384.28
20240305123008,384.23
20240305124008,384.19
20240305125008,384.16
20240305130008,384.13
20240305131008,384.1
20240305132008,384.08
20240305133008,384.07
20240305134008,384.07
20240305135008,384.07
20240305140008,384.07
20240305141008,384.07
20240305142008,384.07
20240305143008,384.07
20240305144008,384.07
20240305145008,384.07
20240305150008,384.07
20240305151008,384.07
20240305152008,384.07
20240305153008,384.07
20240305154008,384.07
20240305155008,384.07
20240305160008,384.07
20240305161008,384.07
20240305162008,384.07
20240305163008,384.07
20240305164008,384.07
20240305165008,384.07
20240325090008,28.03
20240325091008,422.94
20240325092008,297.7
20240325093008,340.07
20240325094008,403.73
20240325095008,430.26
20240325100008,435.81
20240325101008,424.89
20240325102008,410.51
20240325103008,390.56
20240325104008,383.28
20240325105008,379.94
20240325110008,378.95
20240325111008,382.24
20240325112008,383.93
20240325113008,384.55
20240325114008,384.66
20240325115008,384.58
20240325120008,384.46
20240325121008,384.36
20240325122008,384.28
20240325123008,384.23
20240325124008,384.19
20240325125008,384.16
20240325130008,384.13
20240325131008,384.1
20240325132008,384.08
20240325133008,384.07
20240325134008,384.07
20240325135008,384.07
20240325140008,384.07
20240325141008,384.07
20240325142008,384.07
20240325143008,384.07
20240325144008,384.07
20240325145008,384.07
20240325150008,384.07
20240325151008,384.07
20240325152008,384.07
20240325153008,384.07
20240325154008,384.07
20240325155008,384.07
20240325160008,384.07
20240325161008,384.07
20240325162008,384.07
20240325163008,384.07
20240325164008,384.07
20240325165008,384.07
20240518090008,31.99
20240518091008,265.86
20240518092008,237.14
20240518093008,275.65
20240518094008,319.0
20240518095008,349.03
20240518100008,367.49
20240518101008,375.29
20240518102008,378.31
20240518103008,376.63
20240518104008,374.42
20240518105008,376.51
20240518110008,378.95
20240518111008,382.24
20240518112008,383.93
20240518113008,384.55
20240518114008,384.66
20240518115008,384.58
20240518120008,384.46
20240518121008,384.36
20240518122008,384.28
20240518123008,384.23
20240518124008,384.19
20240518125008,384.16
20240518130008,384.13
20240518131008,384.1
20240518132008,384.08
20240518133008,384.07
20240518134008,384.07
20240518135008,384.07
20240518140008,384.07
20240518141008,384.07
20240518142008,384.07
20240518143008,384.07
20240518144008,384.07
20240518145008,384.07
20240518150008,384.07
20240518151008,384.07
20240518152008,384.07
20240518153008,384.07
20240518154008,384.07
20240518155008,384.07
20240518160008,384.07
20240518161008,384.07
20240518162008,384.07
20240518163008,384.07
20240518164008,384.07
20240518165008,384.07
20240526090008,35.03
20240526091008,323.14
20240526092008,262.35
20240526093008,288.85
20240526094008,331.51
20240526095008,355.62
20240526100008,371.83
20240526101008,379.84
20240526102008,380.54
20240526103008,378.97
20240526104008,377.09
20240526105008,377.72
20240526110008,378.95
20240526111008,382.24
20240526112008,383.93
20240526113008,384.55
20240526114008,384.66
20240526115008,384.58
20240526120008,384.46
20240526121008,384.36
20240526122008,384.28
20240526123008,384.23
20240526124008,384.19
20240526125008,384.16
20240526130008,384.13
20240526131008,384.1
20240526132008,384.08
20240526133008,384.07
20240526134008,384.07
20240526135008,384.07
20240526140008,384.07
20240526141008,384.07
20240526142008,384.07
20240526143008,384.07
20240526144008,384.07
20240526145008,384.07
20240526150008,384.07
20240526151008,384.07
20240526152008,384.07
20240526153008,384.07
20240526154008,384.07
20240526155008,384.07
20240526160008,384.07
20240526161008,384.07
20240526162008,384.07
20240526163008,384.07
20240526164008,384.07
20240526165008,384.07
20240529090008,24.09
20240529091008,258.58
20240529092008,238.12
20240529093008,280.83
20240529094008,329.26
20240529095008,355.87
20240529100008,373.64
20240529101008,381.65
20240529102008,382.89
20240529103008,380.19
20240529104008,378.61
20240529105008,377.2
20240529110008,378.95
20240529111008,382.24
20240529112008,383.93
20240529113008,384.55
20240529114008,384.66
20240529115008,384.58
20240529120008,384.46
20240529121008,384.36
20240529122008,384.28
20240529123008,384.23
20240529124008,384.19
20240529125008,384.16
20240529130008,384.13
20240529131008,384.1
20240529132008,384.08
20240529133008,384.07
20240529134008,384.07
20240529135008,384.07
20240529140008,384.07
20240529141008,384.07
20240529142008,384.07
20240529143008,384.07
20240529144008,384.07
20240529145008,384.07
20240529150008,384.07
20240529151008,384.07
20240529152008,384.07
20240529153008,384.07
20240529154008,384.07
20240529155008,384.07
20240529160008,384.07
20240529161008,384.07
20240529162008,384.07
20240529163008,384.07
20240529164008,384.07
20240529165008,384.07
20240607090008,42.57
20240607091008,363.23
20240607092008,303.73
20240607093008,336.93
20240607094008,378.26
20240607095008,387.08
20240607100008,387.31
20240607101008,388.71
20240607102008,387.14
20240607103008,382.57
20240607104008,379.39
20240607105008,378.45
20240607110008,378.95
20240607111008,382.24
20240607112008,383.93
20240607113008,384.55
20240607114008,384.66
20240607115008,384.58
20240607120008,384.46
20240607121008,384.36
20240607122008,384.28
20240607123008,384.23
20240607124008,384.19
20240607125008,384.16
20240607130008,384.13
20240607131008,384.1
20240607132008,384.08
20240607133008,384.07
20240607134008,384.07
20240607135008,384.07
20240607140008,384.07
20240607141008,384.07
20240607142008,384.07
20240607143008,384.07
20240607144008,384.07
20240607145008,384.07
20240607150008,384.07
20240607151008,384.07
20240607152008,384.07
20240607153008,384.07
20240607154008,384.07
20240607155008,384.07
20240607160008,384.07
20240607161008,384.07
20240607162008,384.07
20240607163008,384.07
20240607164008,384.07
20240607165008,384.07
20240613090008,22.43
20240613091008,428.81
20240613092008,305.18
20240613093008,318.03
20240613094008,359.75
20240613095008,388.85
20240613100008,411.89
20240613101008,413.43
20240613102008,396.68
20240613103008,387.93
20240613104008,382.18
20240613105008,379.71
20240613110008,378.95
20240613111008,382.24
20240613112008,383.93
20240613113008,384.55
20240613114008,384.66
20240613115008,384.58
20240613120008,384.46
20240613121008,384.36
20240613122008,384.28
20240613123008,384.23
20240613124008,384.19
20240613125008,384.16
20240613130008,384.13
20240613131008,384.1
20240613132008,384.08
20240613133008,384.07
20240613134008,384.07
20240613135008,384.07
20240613140008,384.07
20240613141008,384.07
20240613142008,384.07
20240613143008,384.07
20240613144008,384.07
20240613145008,384.07
20240613150008,384.07
20240613151008,384.07
20240613152008,384.07
20240613153008,384.07
20240613154008,384.07
20240613155008,384.07
20240613160008,384.07
20240613161008,384.07
20240613162008,384.07
20240613163008,384.07
20240613164008,384.07
20240613165008,384.07
20240628090008,28.63
20240628091008,444.53
20240628092008,317.86
20240628093008,328.68
20240628094008,384.28
20240628095008,412.12
20240628100008,420.92
20240628101008,415.25
20240628102008,401.93
20240628103008,390.39
20240628104008,383.85
20240628105008,380.4
20240628110008,378.95
20240628111008,382.24
20240628112008,383.93
20240628113008,384.55
20240628114008,384.66
20240628115008,384.58
20240628120008,384.46
20240628121008,384.36
20240628122008,384.28
20240628123008,384.23
20240628124008,384.19
20240628125008,384.16
20240628130008,384.13
20240628131008,384.1
20240628132008,384.08
20240628133008,384.07
20240628134008,384.07
20240628135008,384.07
20240628140008,384.07
20240628141008,384.07
20240628142008,384.07
20240628143008,384.07
20240628144008,384.07
20240628145008,384.07
20240628150008,384.07
20240628151008,384.07
20240628152008,384.07
20240628153008,384.07
20240628154008,384.07
20240628155008,384.07
20240628160008,384.07
20240628161008,384.07
20240628162008,384.07
20240628163008,384.07
20240628164008,384.07
20240628165008,384.07
20240705090008,21.9
20240705091008,437.49
20240705092008,313.44
20240705093008,327.06
20240705094008,370.11
20240705095008,395.42
20240705100008,419.46
20240705101008,429.78
20240705102008,417.55
20240705103008,395.15
20240705104008,385.34
20240705105008,381.12
20240705110008,378.95
20240705111008,382.24
20240705112008,383.93
20240705113008,384.55
20240705114008,384.66
20240705115008,384.58
20240705120008,384.46
20240705121008,384.36
20240705122008,384.28
20240705123008,384.23
20240705124008,384.19
20240705125008,384.16
20240705130008,384.13
20240705131008,384.1
20240705132008,384.08
20240705133008,384.07
20240705134008,384.07
20240705135008,384.07
20240705140008,384.07
20240705141008,384.07
20240705142008,384.07
20240705143008,384.07
20240705144008,384.07
20240705145008,384.07
20240705150008,384.07
20240705151008,384.07
20240705152008,384.07
20240705153008,384.07
20240705154008,384.07
20240705155008,384.07
20240705160008,384.07
20240705161008,384.07
20240705162008,384.07
20240705163008,384.07
20240705164008,384.07
20240705165008,384.07
20240709090008,21.78
20240709091008,437.36
20240709092008,313.28
20240709093008,326.92
20240709094008,370.18
20240709095008,395.19
20240709100008,419.4
20240709101008,429.98
20240709102008,417.84
20240709103008,395.33
20240709104008,385.4
20240709105008,381.15
20240709110008,378.95
20240709111008,382.24
20240709112008,383.93
20240709113008,384.55
20240709114008,384.66
20240709115008,384.58
20240709120008,384.46
20240709121008,384.36
20240709122008,384.28
20240709123008,384.23
20240709124008,384.19
20240709125008,384.16
20240709130008,384.13
20240709131008,384.1
20240709132008,384.08
20240709133008,384.07
20240709134008,384.07
20240709135008,384.07
20240709140008,384.07
20240709141008,384.07
20240709142008,384.07
20240709143008,384.07
20240709144008,384.07
20240709145008,384.07
20240709150008,384.07
20240709151008,384.07
20240709152008,384.07
20240709153008,384.07
20240709154008,384.07
20240709155008,384.07
20240709160008,384.07
20240709161008,384.07
20240709162008,384.07
20240709163008,384.07
20240709164008,384.07
20240709165008,384.07
20240715090008,29.77
20240715091008,433.93
20240715092008,313.44
20240715093008,331.07
20240715094008,383.17
20240715095008,404.67
20240715100008,407.9
20240715101008,399.93
20240715102008,391.7
20240715103008,386.13
20240715104008,381.09
20240715105008,378.58
20240715110008,378.95
20240715111008,382.24
20240715112008,383.93
20240715113008,384.55
20240715114008,384.66
20240715115008,384.58
20240715120008,384.46
20240715121008,384.36
20240715122008,384.28
20240715123008,384.23
20240715124008,384.19
20240715125008,384.16
20240715130008,384.13
20240715131008,384.1
20240715132008,384.08
20240715133008,384.07
20240715134008,384.07
20240715135008,384.07
20240715140008,384.07
20240715141008,384.07
20240715142008,384.07
20240715143008,384.07
20240715144008,384.07
20240715145008,384.07
20240715150008,384.07
20240715151008,384.07
20240715152008,384.07
20240715153008,384.07
20240715154008,384.07
20240715155008,384.07
20240715160008,384.07
20240715161008,384.07
20240715162008,384.07
20240715163008,384.07
20240715164008,384.07
20240715165008,384.07
20240719090008,24.2
20240719091008,443.84
20240719092008,318.21
20240719093008,329.98
20240719094008,371.55
20240719095008,396.34
20240719100008,419.69
20240719101008,429.97
20240719102008,417.69
20240719103008,395.23
20240719104008,385.37
20240719105008,381.13
20240719110008,378.95
20240719111008,382.24
20240719112008,383.93
20240719113008,384.55
20240719114008,384.66
20240719115008,384.58
20240719120008,384.46
20240719121008,384.36
20240719122008,384.28
20240719123008,384.23
20240719124008,384.19
20240719125008,384.16
20240719130008,384.13
20240719131008,384.1
20240719132008,384.08
20240719133008,384.07
20240719134008,384.07
20240719135008,384.07
20240719140008,384.07
20240719141008,384.07
20240719142008,384.07
20240719143008,384.07
20240719144008,384.07
20240719145008,384.07
20240719150008,384.07
20240719151008,384.07
20240719152008,384.07
20240719153008,384.07
20240719154008,384.07
20240719155008,384.07
20240719160008,384.07
20240719161008,384.07
20240719162008,384.07
20240719163008,384.07
20240719164008,384.07
20240719165008,384.07
20240309090009,35.68
20240309091009,368.64
20240309092009,273.91
20240309093009,300.41
20240309094009,343.87
20240309095009,363.74
20240309100009,376.92
20240309101009,382.81
20240309102009,381.57
20240309103009,377.94
20240309104009,376.16
20240309105009,376.03
20240309110009,378.95
20240309111009,382.24
20240309112009,383.93
20240309113009,384.55
20240309114009,384.66
20240309115009,384.58
20240309120009,384.46
20240309121009,384.36
20240309122009,384.28
20240309123009,384.23
20240309124009,384.19
20240309125009,384.16
20240309130009,384.13
20240309131009,384.1
20240309132009,384.08
20240309133009,384.07
20240309134009,384.07
20240309135009,384.07
20240309140009,384.07
20240309141009,384.07
20240309142009,384.07
20240309143009,384.07
20240309144009,384.07
20240309145009,384.07
20240309150009,384.07
20240309151009,384.07
20240309152009,384.07
20240309153009,384.07
20240309154009,384.07
20240309155009,384.07
20240309160009,384.07
20240309161009,384.07
20240309162009,384.07
20240309163009,384.07
20240309164009,384.07
20240309165009,384.07
20240314090009,13.6
20240314091009,423.85
20240314092009,284.89
20240314093009,305.58
20240314094009,353.71
20240314095009,369.15
20240314100009,389.53
20240314101009,406.53
20240314102009,414.13
20240314103009,403.83
20240314104009,389.71
20240314105009,383.3
20240314110009,378.95
20240314111009,382.24
20240314112009,383.93
20240314113009,384.55
20240314114009,384.66
20240314115009,384.58
20240314120009,384.46
20240314121009,384.36
20240314122009,384.28
20240314123009,384.23
20240314124009,384.19
20240314125009,384.16
20240314130009,384.13
20240314131009,384.1
20240314132009,384.08
20240314133009,384.07
20240314134009,384.07
20240314135009,384.07
20240314140009,384.07
20240314141009,384.07
20240314142009,384.07
20240314143009,384.07
20240314144009,384.07
20240314145009,384.07
20240314150009,384.07
20240314151009,384.07
20240314152009,384.07
20240314153009,384.07
20240314154009,384.07
20240314155009,384.07
20240314160009,384.07
20240314161009,384.07
20240314162009,384.07
20240314163009,384.07
20240314164009,384.07
20240314165009,384.07
20240414090009,77.33
20240414091009,220.61
20240414092009,240.32
20240414093009,277.15
20240414094009,317.41
20240414095009,349.0
20240414100009,367.28
20240414101009,375.34
20240414102009,375.58
20240414103009,374.13
20240414104009,372.59
20240414105009,374.18
20240414110009,378.95
20240414111009,382.24
20240414112009,383.93
20240414113009,384.55
20240414114009,384.66
20240414115009,384.58
20240414120009,384.46
20240414121009,384.36
20240414122009,384.28
20240414123009,384.23
20240414124009,384.19
20240414125009,384.16
20240414130009,384.13
20240414131009,384.1
20240414132009,384.08
20240414133009,384.07
20240414134009,384.07
20240414135009,384.07
20240414140009,384.07
20240414141009,384.07
20240414142009,384.07
20240414143009,384.07
20240414144009,384.07
20240414145009,384.07
20240414150009,384.07
20240414151009,384.07
20240414152009,384.07
20240414153009,384.07
20240414154009,384.07
20240414155009,384.07
20240414160009,384.07
20240414161009,384.07
20240414162009,384.07
20240414163009,384.07
20240414164009,384.07
20240414165009,384.07
20240506090009,32.74
20240506091009,252.83
20240506092009,235.77
20240506093009,273.66
20240506094009,319.79
20240506095009,349.36
20240506100009,367.4
20240506101009,376.41
20240506102009,378.23
20240506103009,377.52
20240506104009,375.98
20240506105009,375.69
20240506110009,378.95
20240506111009,382.24
20240506112009,383.93
20240506113009,384.55
20240506114009,384.66
20240506115009,384.58
20240506120009,384.46
20240506121009,384.36
20240506122009,384.28
20240506123009,384.23
20240506124009,384.19
20240506125009,384.16
20240506130009,384.13
20240506131009,384.1
20240506132009,384.08
20240506133009,384.07
20240506134009,384.07
20240506135009,384.07
20240506140009,384.07
20240506141009,384.07
20240506142009,384.07
20240506143009,384.07
20240506144009,384.07
20240506145009,384.07
20240506150009,384.07
20240506151009,384.07
20240506152009,384.07
20240506153009,384.07
20240506154009,384.07
20240506155009,384.07
20240506160009,384.07
20240506161009,384.07
20240506162009,384.07
20240506163009,384.07
20240506164009,384.07
20240506165009,384.07
20240526090009,38.31
20240526091009,341.77
20240526092009,278.09
20240526093009,296.77
20240526094009,334.86
20240526095009,357.33
20240526100009,372.48
20240526101009,380.97
20240526102009,381.79
20240526103009,379.95
20240526104009,376.86
20240526105009,378.33
20240526110009,378.95
20240526111009,382.24
20240526112009,383.93
20240526113009,384.55
20240526114009,384.66
20240526115009,384.58
20240526120009,384.46
20240526121009,384.36
20240526122009,384.28
20240526123009,384.23
20240526124009,384.19
20240526125009,384.16
20240526130009,384.13
20240526131009,384.1
20240526132009,384.08
20240526133009,384.07
20240526134009,384.07
20240526135009,384.07
20240526140009,384.07
20240526141009,384.07
20240526142009,384.07
20240526143009,384.07
20240526144009,384.07
20240526145009,384.07
20240526150009,384.07
20240526151009,384.07
20240526152009,384.07
20240526153009,384.07
20240526154009,384.07
20240526155009,384.07
20240526160009,384.07
20240526161009,384.07
20240526162009,384.07
20240526163009,384.07
20240526164009,384.07
20240526165009,384.07
20240614090009,31.35
20240614091009,423.04
20240614092009,302.48
20240614093009,341.76
20240614094009,403.3
20240614095009,425.41
20240614100009,433.84
20240614101009,427.68
20240614102009,408.31
20240614103009,391.57
20240614104009,384.1
20240614105009,380.2
20240614110009,378.95
20240614111009,382.24
20240614112009,383.93
20240614113009,384.55
20240614114009,384.66
20240614115009,384.58
20240614120009,384.46
20240614121009,384.36
20240614122009,384.28
20240614123009,384.23
20240614124009,384.19
20240614125009,384.16
20240614130009,384.13
20240614131009,384.1
20240614132009,384.08
20240614133009,384.07
20240614134009,384.07
20240614135009,384.07
20240614140009,384.07
20240614141009,384.07
20240614142009,384.07
20240614143009,384.07
20240614144009,384.07
20240614145009,384.07
20240614150009,384.07
20240614151009,384.07
20240614152009,384.07
20240614153009,384.07
20240614154009,384.07
20240614155009,384.07
20240614160009,384.07
20240614161009,384.07
20240614162009,384.07
20240614163009,384.07
20240614164009,384.07
20240614165009,384.07
20240621090009,37.68
20240621091009,360.21
20240621092009,283.75
20240621093009,303.7
20240621094009,345.09
20240621095009,365.12
20240621100009,378.45
20240621101009,384.48
20240621102009,384.4
20240621103009,381.88
20240621104009,378.54
20240621105009,377.8
20240621110009,378.95
20240621111009,382.24
20240621112009,383.93
20240621113009,384.55
20240621114009,384.66
20240621115009,384.58
20240621120009,384.46
20240621121009,384.36
20240621122009,384.28
20240621123009,384.23
20240621124009,384.19
20240621125009,384.16
20240621130009,384.13
20240621131009,384.1
20240621132009,384.08
